V1	V2	V3	V4	V5	V6	V7	V8	V9	V10	V11	V12	V13	V14	V15
3	308	390	24	141	10	385	107	362	260	61	71	248	219	292
53	11	118	73	95	196	75	295	386	354	79	362	31	86	236
52	144	351	204	273	11	345	370	238	257	355	325	174	225	44
337	243	267	87	311	150	361	244	129	248	139	358	370	24	156
64	185	391	25	91	235	112	308	195	228	325	41	52	270	310
284	326	6	379	229	296	141	366	69	185	363	100	123	187	263
42	48	137	299	333	32	29	128	61	10	332	200	359	20	281
69	154	39	329	42	146	100	47	307	102	388	77	395	375	93
309	38	120	115	302	24	56	58	342	380	145	80	354	319	100
333	71	248	363	378	46	146	324	239	30	365	176	400	29	295
176	369	135	188	153	99	66	59	250	55	69	121	297	331	273
222	56	9	83	200	111	277	299	126	125	396	134	370	57	122
100	149	240	382	123	200	225	289	276	332	243	19	402	3	7
234	225	144	137	143	263	177	322	232	296	347	275	51	219	229
92	183	229	231	396	19	363	232	122	116	58	318	262	340	226
209	69	18	304	107	211	380	280	157	153	166	33	124	393	227
17	136	188	109	378	159	179	178	117	220	13	292	116	211	139
152	229	115	238	337	113	24	91	275	137	9	147	47	396	335
18	301	143	64	59	328	189	129	120	178	230	267	259	381	308
365	30	337	234	156	112	220	347	155	145	7	249	225	393	202
244	182	248	397	358	66	97	289	237	370	230	303	177	44	143
383	143	59	33	161	399	86	80	120	94	74	15	8	6	357
391	365	198	351	137	256	236	272	185	186	80	225	361	161	212
342	208	276	34	54	399	179	144	72	277	269	330	377	36	222
294	258	312	212	345	104	383	130	270	188	296	267	67	18	321
325	284	372	5	9	296	17	97	40	344	332	136	283	256	354
28	379	93	142	228	237	190	262	122	311	149	394	347	33	278
35	256	240	78	210	95	370	45	41	63	192	65	27	203	102
52	86	54	129	15	348	392	283	11	286	291	384	121	268	159
79	208	298	381	274	388	233	137	142	107	194	322	204	267	226
67	42	218	135	328	388	257	21	44	379	243	314	281	54	282
37	228	361	226	71	249	70	79	4	374	128	199	112	145	336
215	183	71	24	319	403	278	117	322	143	336	232	168	237	203
354	339	95	358	101	325	287	75	301	108	47	62	17	266	292
208	182	4	360	302	307	231	347	357	385	29	192	137	85	40
225	239	194	70	113	53	156	198	397	258	218	210	49	138	249
34	194	318	400	164	224	32	146	111	150	395	133	380	50	120
282	153	136	5	315	53	272	199	116	364	236	207	34	176	44
80	317	271	206	52	269	31	185	354	152	155	220	365	181	280
64	346	254	151	4	187	81	7	379	9	336	88	330	197	54
230	73	397	389	338	292	72	3	219	2	147	242	205	346	23
323	260	273	161	264	199	149	111	359	344	45	100	174	274	35
103	345	362	181	167	305	2	330	282	348	209	231	398	145	84
282	286	294	4	250	13	154	212	123	85	402	23	243	296	390
314	103	229	178	249	188	25	95	303	223	62	61	244	53	261
187	397	8	399	277	365	140	385	155	281	108	110	338	165	124
91	317	379	275	52	15	85	64	365	292	356	230	137	179	271
295	318	1	319	93	241	224	167	341	165	148	23	15	118	72
393	187	377	173	111	73	382	140	397	295	159	235	48	336	18
278	232	12	342	175	203	288	176	7	98	328	112	99	4	157
62	60	139	232	180	48	370	90	271	13	250	373	345	76	169
289	137	356	365	247	41	32	92	8	309	27	324	389	228	50
172	338	278	205	184	78	361	182	371	178	190	201	369	2	54
88	307	14	84	28	9	32	398	245	386	355	293	214	311	183
24	320	317	112	167	335	332	396	84	158	395	256	9	239	357
375	187	277	153	77	173	11	19	287	228	275	209	115	171	27
20	7	88	23	55	233	365	390	146	51	345	372	86	56	319
105	258	71	59	111	327	135	91	3	50	216	169	7	144	48
219	120	44	396	357	372	104	191	315	328	251	20	335	320	91
150	21	213	324	48	172	323	131	282	276	354	51	394	321	349
9	187	201	256	105	262	57	84	163	380	142	386	45	207	74
278	144	120	100	73	136	87	103	135	390	215	387	257	298	28
4	286	202	304	332	85	328	317	382	55	263	275	48	187	5
169	10	212	274	140	310	44	29	244	154	81	254	211	226	108
361	402	260	262	180	25	251	40	276	302	50	96	5	376	310
152	76	117	99	403	397	161	333	86	285	239	216	257	213	69
84	320	268	193	77	245	37	134	50	312	281	131	27	24	210
42	282	118	385	270	120	194	16	46	203	22	318	40	177	248
263	289	123	113	13	73	171	344	95	327	255	370	205	387	119
163	133	99	72	274	378	383	345	278	239	49	275	194	327	73
243	195	128	123	151	187	282	129	380	180	292	89	109	260	306
300	223	83	367	233	138	308	38	29	303	355	21	191	348	14
11	375	361	354	104	40	67	225	400	363	304	367	140	170	325
324	275	3	254	306	277	215	258	373	194	309	394	173	69	353
99	286	207	84	164	377	39	89	98	60	217	314	327	150	365
65	390	100	176	145	181	261	135	67	375	120	235	60	391	221
179	197	326	7	334	262	180	341	110	288	135	196	216	44	161
278	260	116	376	343	251	325	182	248	118	56	339	299	131	74
298	180	174	288	297	209	95	9	130	121	280	248	196	361	259
350	2	119	308	9	177	232	35	254	265	60	186	132	161	23
216	188	85	103	149	185	17	321	293	239	78	274	16	350	317
101	308	392	138	229	268	215	63	14	351	72	353	232	337	319
147	332	336	338	307	149	270	78	383	257	206	69	183	241	137
34	115	16	387	187	204	141	188	232	136	403	318	305	348	231
38	65	399	402	48	9	314	92	49	11	62	268	326	302	50
183	5	181	214	115	69	93	189	78	21	46	35	257	315	337
279	268	122	155	321	264	256	32	378	236	28	39	178	242	249
327	361	377	228	189	384	67	30	220	8	141	332	391	285	47
253	223	354	119	137	195	176	388	67	57	260	399	101	347	48
45	154	38	313	360	151	267	347	364	367	363	394	355	13	124
103	36	313	279	255	282	101	216	18	20	250	152	34	114	289
6	317	87	293	214	239	308	142	123	247	45	280	319	263	242
45	188	331	364	190	144	141	65	118	259	380	296	319	215	185
17	227	331	196	392	93	41	125	382	355	251	59	27	390	204
338	185	317	190	91	402	14	162	84	47	263	268	168	313	19
210	158	192	337	126	256	134	324	61	252	397	14	231	195	177
340	240	255	341	307	239	188	384	284	103	313	3	51	126	61
129	185	36	12	79	326	93	314	21	31	23	3	180	141	231
6	242	358	52	192	35	23	140	111	198	228	62	154	8	369
344	113	285	40	216	61	319	26	287	165	224	297	340	220	327
82	81	308	188	70	317	78	345	16	140	102	111	53	69	86
27	174	34	347	111	361	12	370	23	192	19	344	208	333	339
23	18	250	243	57	279	174	79	205	336	273	399	134	126	228
27	342	196	204	85	292	345	209	269	300	119	137	213	299	87
320	303	63	231	254	102	50	99	338	387	403	62	225	310	360
113	114	48	19	4	315	387	329	108	73	309	33	82	276	80
117	33	8	240	319	135	158	38	217	119	273	303	162	356	270
286	143	373	253	274	250	350	48	163	197	177	1	191	168	269
172	209	391	388	287	322	188	403	62	114	329	359	171	69	49
221	397	352	150	235	70	152	77	266	12	313	167	253	277	86
336	326	224	323	38	110	123	382	387	83	202	379	134	318	398
301	178	291	360	132	289	11	327	399	364	46	166	371	383	110
12	136	133	359	395	39	162	164	140	381	318	221	43	280	394
60	23	119	379	185	308	40	395	138	307	217	288	319	192	5
373	9	172	101	356	96	137	128	321	34	169	224	181	298	242
352	117	241	85	217	402	318	219	344	329	212	220	53	240	101
12	81	165	248	380	286	173	290	225	326	163	338	336	26	125
32	268	84	344	328	239	278	102	290	397	342	395	300	36	388
107	188	136	335	168	186	30	169	379	73	20	170	187	23	151
291	29	12	23	353	182	114	128	268	154	318	292	372	332	15
301	57	226	289	353	76	294	152	121	144	389	259	107	27	304
202	173	299	127	315	366	335	81	313	102	93	276	29	344	37
143	300	41	396	197	30	35	152	321	261	355	297	401	132	402
133	381	119	25	357	57	382	18	379	53	264	275	369	50	279
23	257	331	211	394	397	369	358	215	124	199	43	226	338	208
261	246	118	18	206	235	174	200	316	146	27	52	373	138	90
328	350	63	97	189	110	57	299	276	347	155	378	364	252	367
133	24	229	370	157	107	333	134	383	1	318	65	80	300	45
249	367	68	282	274	388	364	60	231	340	99	184	94	48	140
249	242	174	189	342	130	395	132	211	212	154	28	88	194	369
231	340	101	140	309	102	238	124	294	269	3	241	27	286	22
223	248	153	311	176	228	166	58	231	193	128	194	364	140	247
69	19	27	76	149	173	74	397	219	380	181	254	302	93	183
10	134	34	172	389	309	83	103	377	153	171	150	5	121	301
90	104	269	7	292	145	105	100	358	294	334	364	54	87	32
388	116	52	288	278	346	184	171	205	347	341	230	68	76	238
344	371	171	403	235	372	341	89	368	172	46	153	200	349	319
355	288	337	403	343	202	100	227	365	173	3	101	162	325	358
258	291	168	116	370	288	28	252	250	7	109	59	266	65	47
353	36	387	350	358	336	55	264	386	338	226	348	22	359	295
87	337	177	20	26	16	130	127	138	161	66	168	54	243	4
300	270	310	82	173	70	336	393	290	285	219	81	206	109	294
93	175	306	331	401	334	311	139	317	185	143	76	377	184	40
250	69	46	303	392	245	97	396	71	305	41	91	323	359	1
210	44	38	314	282	329	170	202	155	172	298	240	243	323	76
45	341	402	311	147	165	145	358	214	269	328	206	275	292	28
21	187	352	238	303	391	233	355	6	68	76	105	269	399	215
337	318	153	184	207	251	382	46	40	45	288	196	258	230	224
96	194	358	173	63	14	78	49	258	98	120	383	330	149	154
175	231	380	155	319	395	194	353	198	379	8	63	143	334	208
196	58	275	36	270	125	15	326	328	370	371	55	291	279	274
374	227	274	39	17	284	74	140	180	143	279	257	387	148	7
381	134	266	130	45	43	191	25	187	75	288	250	103	26	164
149	300	125	45	8	193	261	361	328	101	247	53	380	145	330
10	284	201	272	273	240	231	189	300	67	29	224	337	386	387
323	383	334	10	117	133	253	147	359	269	21	402	11	249	322
317	49	230	337	241	209	239	144	252	325	216	334	68	135	73
384	210	343	158	3	301	161	142	397	382	133	82	357	6	336
124	59	109	219	323	69	230	402	77	72	47	181	119	244	206
4	392	40	62	218	119	60	309	288	195	343	87	128	368	280
11	142	80	31	100	27	297	320	144	72	280	228	329	91	125
189	151	259	159	298	41	157	316	216	309	390	255	238	346	326
5	271	128	131	392	102	241	97	337	381	171	263	103	77	101
383	18	369	398	359	161	293	377	190	317	344	50	90	401	308
359	123	150	326	42	241	244	252	174	201	360	312	301	97	74
212	137	110	189	65	233	118	359	394	220	275	314	399	38	329
194	395	373	360	231	166	3	181	276	365	134	332	108	283	352
221	252	97	90	323	156	47	349	80	205	142	253	57	10	16
210	266	325	229	81	333	376	283	300	106	84	188	59	374	195
340	29	391	88	209	63	135	202	45	139	98	160	323	284	219
318	270	191	36	153	1	198	395	399	313	241	62	21	146	114
153	144	22	46	261	358	295	9	183	376	159	360	40	27	251
326	266	101	204	350	401	41	107	7	301	120	135	377	250	201
75	88	311	379	66	250	182	391	276	345	24	335	362	129	371
1	274	153	240	137	23	237	259	348	104	317	315	312	236	176
154	153	9	304	237	226	57	232	355	371	289	109	129	181	252
182	266	31	379	361	88	400	341	94	401	193	320	240	5	370
370	49	83	54	166	223	144	3	164	6	199	307	79	305	215
122	64	201	111	48	204	357	337	97	164	136	34	11	166	10
328	195	282	342	90	352	331	31	281	173	68	353	42	50	103
286	104	273	275	237	270	149	229	139	206	7	332	174	399	240
48	305	42	142	215	98	180	60	367	49	30	270	303	201	347
20	190	132	119	102	285	27	304	204	208	223	360	319	344	268
226	338	4	99	96	214	27	45	351	56	203	24	379	30	3
178	78	109	272	327	18	102	382	289	246	157	325	92	116	48
398	280	325	293	9	190	229	318	137	256	315	402	43	333	254
197	279	43	375	34	218	139	337	391	369	362	131	304	89	107
170	264	95	139	124	102	64	366	175	302	176	59	19	300	318
152	8	392	234	108	288	396	248	323	279	308	336	42	81	328
137	272	283	260	145	310	371	303	181	320	238	15	373	81	134
23	186	210	127	244	223	384	237	135	401	337	33	152	141	180
70	243	233	359	40	366	46	285	80	163	33	373	222	127	231
313	220	245	190	263	180	289	326	52	209	281	249	18	25	110
21	127	78	207	399	364	34	244	8	16	272	9	273	274	163
111	34	82	341	278	331	352	225	193	15	138	276	48	374	228
24	200	302	236	267	172	228	8	166	144	370	252	230	4	262
16	296	401	167	156	133	91	102	105	96	184	19	186	226	204
29	183	336	203	129	272	399	384	124	8	265	86	42	9	339
201	81	229	42	338	192	20	1	132	83	71	297	93	34	347
110	320	380	72	258	378	135	22	246	199	389	209	142	89	168
317	134	86	260	123	59	24	236	180	298	9	358	397	259	138
281	179	265	101	45	13	393	213	336	81	352	306	39	99	149
375	18	283	220	34	96	366	33	261	293	351	52	403	367	227
142	52	46	323	161	373	128	354	371	154	389	239	17	32	170
181	274	210	149	321	225	145	383	68	95	79	232	199	401	133
290	28	344	286	182	197	95	275	184	61	224	279	308	291	393
29	57	23	232	22	208	402	50	75	324	224	296	27	165	192
311	215	355	328	375	7	224	190	400	126	346	209	194	3	210
197	237	299	378	163	374	376	343	341	260	228	393	291	352	32
337	397	23	77	91	274	401	325	373	95	179	208	16	76	175
40	171	361	125	307	352	7	147	386	289	325	78	47	394	177
196	401	4	147	348	52	332	33	381	211	24	80	160	281	206
245	99	10	177	347	345	380	339	178	243	187	397	130	376	294
364	402	211	369	251	367	338	301	73	253	242	81	130	57	207
392	316	239	53	179	120	125	311	37	89	282	164	25	162	166
399	205	183	4	192	326	256	368	128	30	157	150	249	236	268
331	106	41	20	123	25	377	385	115	267	242	79	359	347	301
105	262	69	364	351	338	51	90	282	312	301	209	261	265	197
368	257	343	61	187	331	101	205	27	392	294	81	142	335	286
161	393	184	342	195	261	363	95	125	250	385	198	306	266	279
288	394	336	331	76	391	387	47	372	338	257	17	27	362	300
110	386	334	71	153	349	164	249	382	213	295	243	324	352	267
177	66	175	56	36	396	55	82	224	219	54	198	372	210	391
114	353	248	135	78	100	125	168	120	268	358	81	303	169	123
75	387	267	57	51	54	126	208	181	352	211	233	312	284	244
380	136	40	319	21	16	293	170	386	72	139	309	12	137	346
203	133	73	210	368	274	166	171	111	401	82	193	254	21	338
18	370	144	317	271	153	129	389	8	189	272	223	91	180	184
287	165	86	35	267	394	178	308	354	110	143	379	67	402	135
120	36	131	220	209	168	333	176	244	275	245	289	13	216	322
13	331	280	215	230	362	94	26	402	252	126	376	241	196	334
107	90	149	286	5	240	171	314	158	315	6	75	304	70	209
175	347	100	211	163	379	333	373	136	198	84	18	338	74	41
101	368	258	220	379	167	363	100	225	319	292	243	155	199	234
211	70	331	59	310	56	93	300	263	281	46	390	36	75	255
42	206	165	137	335	35	242	193	87	58	281	146	302	51	132
55	166	336	109	251	64	177	235	237	270	345	93	115	108	217
223	24	244	203	224	139	272	370	403	346	134	381	7	328	256
385	315	301	183	279	278	78	374	295	335	198	155	111	34	388
150	209	232	329	173	346	376	314	297	66	127	345	270	204	392
204	315	252	220	101	37	26	294	327	191	290	183	208	339	240
198	161	187	111	105	244	194	97	203	147	354	51	127	270	377
183	41	210	317	301	47	386	389	128	85	49	69	327	175	228
293	307	233	4	366	199	25	139	190	24	238	281	156	297	231
264	79	385	134	85	392	228	399	26	297	1	283	356	138	76
290	64	352	366	277	74	296	149	368	40	32	346	145	252	294
11	400	138	79	388	234	329	110	220	132	4	217	98	387	249
27	3	135	282	100	13	323	295	177	55	161	314	49	145	148
125	81	258	387	49	367	12	202	282	10	339	204	188	301	66
135	312	379	378	237	330	374	372	153	37	337	91	94	107	346
251	377	161	50	283	69	39	272	57	275	379	93	284	265	187
50	20	88	200	140	134	27	376	137	193	379	306	168	292	16
142	175	376	325	344	154	103	11	76	382	167	152	96	1	297
131	324	202	255	22	378	338	133	241	250	321	28	403	362	281
370	302	130	298	88	202	263	347	378	114	328	117	90	218	155
300	203	401	151	363	212	327	192	134	217	89	85	331	344	171
293	111	263	28	52	336	40	355	348	323	261	125	386	207	372
353	290	325	95	309	99	59	175	163	82	191	173	108	1	253
370	155	141	341	106	347	312	321	77	112	58	62	19	184	157
201	153	194	72	349	45	147	15	64	272	128	155	82	296	223
281	164	51	337	160	161	129	186	363	240	362	9	355	313	54
257	325	301	162	67	278	324	145	83	289	180	295	207	114	213
337	93	117	14	205	136	353	50	46	242	249	154	381	157	251
137	289	138	366	368	5	95	23	35	358	201	71	143	62	246
355	331	284	150	292	304	203	308	252	348	14	371	78	44	131
72	257	396	350	324	248	267	105	137	345	60	152	354	218	225
398	108	193	11	80	318	396	365	225	8	53	161	71	168	269
134	117	66	71	98	107	365	159	385	259	380	294	232	168	240
66	354	51	75	243	146	231	216	245	365	293	295	346	325	21
55	305	145	7	214	398	251	280	237	331	37	354	220	147	89
354	4	8	64	358	162	337	121	322	187	309	102	212	200	29
242	141	302	75	135	33	34	137	17	170	331	209	329	233	356
159	182	187	155	81	16	146	341	288	386	372	373	149	338	5
401	328	286	342	95	200	114	17	156	140	303	38	340	334	337
185	378	381	213	370	140	284	45	66	258	188	283	383	179	74
71	176	24	187	6	192	96	280	104	277	89	183	321	159	150
190	2	251	104	108	172	105	16	268	379	26	253	42	159	241
21	126	158	284	59	77	291	13	137	306	18	10	170	116	229
346	196	171	374	359	333	74	334	170	182	188	11	325	222	257
317	326	34	390	403	353	388	62	383	199	266	300	369	120	201
42	40	281	212	269	393	256	248	49	105	165	17	47	308	114
145	7	113	33	376	43	103	129	327	6	80	57	384	236	164
88	269	331	102	132	251	162	290	289	67	51	346	190	33	207
274	69	286	223	256	210	399	379	230	124	116	253	77	386	71
28	64	175	371	307	368	218	52	58	209	101	91	286	104	297
176	346	254	386	62	44	396	269	12	118	111	99	216	259	95
196	318	398	259	221	68	354	134	228	376	226	126	313	201	314
281	175	157	162	125	269	81	212	398	90	235	265	282	159	374
255	352	316	280	88	306	307	372	206	169	325	295	274	78	61
218	66	249	253	184	190	247	392	76	368	64	305	38	271	290
377	195	74	260	267	288	342	240	13	100	221	296	161	380	401
273	9	375	148	214	80	392	24	175	82	131	151	72	184	248
80	333	57	318	238	239	146	212	303	192	112	385	90	321	8
194	333	115	301	29	87	371	5	121	285	211	155	73	350	128
75	7	212	354	153	243	394	304	105	122	322	366	79	259	231
35	254	22	32	84	303	291	248	51	391	59	339	159	152	205
213	172	260	286	156	231	144	199	109	249	116	37	290	107	62
346	257	251	116	363	252	131	158	139	280	50	94	124	78	354
5	227	351	222	317	367	85	172	262	381	188	369	244	336	48
239	254	112	253	19	93	230	38	51	211	114	74	145	386	222
109	27	57	101	361	84	60	172	345	189	319	381	274	150	199
345	86	135	32	5	403	63	131	72	363	300	188	356	371	76
395	80	347	271	203	112	307	281	43	376	13	9	300	62	279
47	334	174	385	65	393	250	374	315	222	208	72	185	298	354
160	276	295	363	361	112	374	181	335	131	203	162	390	251	329
73	78	172	198	248	261	233	381	163	81	66	375	98	313	393
132	159	75	141	88	324	134	379	305	157	170	116	230	54	126
191	17	173	294	355	67	174	1	239	109	363	347	320	19	231
242	199	125	316	174	379	361	225	317	395	351	259	27	106	78
266	225	370	84	53	243	119	315	158	396	18	78	249	141	281
336	203	176	93	210	258	126	345	303	242	338	47	225	324	194
19	181	6	301	369	174	140	28	186	10	385	387	282	388	257
3	15	146	329	177	178	372	221	219	18	57	205	382	305	386
174	150	249	82	80	92	115	77	239	256	285	265	223	288	60
27	67	236	364	262	32	118	97	53	49	359	208	253	24	386
47	248	154	10	63	214	212	172	36	355	384	182	135	17	1
366	311	154	107	11	45	110	283	166	135	91	229	243	99	98
120	114	61	102	269	400	142	146	73	187	16	145	53	309	140
117	10	244	193	116	26	318	363	25	237	82	106	325	180	397
326	229	218	402	291	163	227	342	270	328	395	366	59	8	47
327	127	299	257	119	81	226	188	361	50	56	237	90	94	342
174	189	219	347	288	24	396	314	373	128	369	225	183	260	14
386	37	315	87	399	91	225	18	244	112	110	77	233	46	167
157	322	334	205	202	273	108	239	126	352	198	236	341	30	215
305	346	107	130	25	38	144	307	276	284	344	136	24	369	403
64	402	55	349	283	277	306	194	186	7	373	112	108	365	274
294	100	35	13	359	140	82	20	383	109	108	61	85	121	219
80	393	386	31	240	196	209	234	52	362	201	85	101	203	114
14	326	195	31	166	317	100	387	278	147	44	247	382	311	49
229	66	245	146	292	156	372	331	325	67	379	74	373	272	307
90	231	61	387	349	143	248	131	232	358	69	129	226	126	8
78	56	233	329	93	328	309	141	206	225	184	12	25	152	190
239	206	27	101	51	395	359	282	340	258	100	183	117	204	309
22	116	256	197	9	288	271	248	387	333	284	13	132	308	274
73	51	37	264	102	70	243	274	199	76	217	60	118	364	195
138	189	340	136	173	282	97	44	15	35	147	351	82	45	14
104	316	5	117	223	69	184	165	287	19	351	3	31	139	261
70	398	86	36	237	222	342	13	311	210	275	84	143	32	305
317	344	165	33	36	353	42	13	287	259	311	207	152	364	25
394	212	325	124	318	244	158	159	372	369	350	44	151	236	296
186	221	157	9	125	276	379	108	342	326	124	7	114	159	349
